KIT ID Number,Borough,Zipcode,Date Collected,Received Date,First Draw at-the-tap Lead level (µg/l),First Draw at-the-tap copper level (mg/l)
17141996,BROOKLYN,11225,06/12/2017,06/16/2017,114,0.215
17142230,BAYSIDE,11361,06/12/2017,06/14/2017,6,0.171
17141790,STATEN ISLAND,10301,06/12/2017,06/14/2017,7,0.196
17141863,STATEN ISLAND,10312,06/12/2017,06/14/2017,0,0.046
17142007,BROOKLYN,11228,06/12/2017,06/16/2017,7,0.162
17142278,STATEN ISLAND,10308,06/12/2017,06/14/2017,0,0.166
17142095,FAR ROCKAWAY,11694,06/12/2017,06/16/2017,2,0.156
17142099,RICHMOND HILL,11418,06/12/2017,06/15/2017,1,0.306
17141768,JAMAICA,11433,06/12/2017,06/14/2017,0,0.168
17141882,STATEN ISLAND,10312,06/12/2017,06/15/2017,0,0.152
17142036,STATEN ISLAND,10309,06/12/2017,06/14/2017,0,0.13
17141974,BROOKLYN,11234,06/12/2017,06/19/2017,9,0.167
17142170,BROOKLYN,11228,06/12/2017,06/15/2017,0,0.191
17142055,STATEN ISLAND,10312,06/13/2017,06/15/2017,1,0.131
17142234,BROOKLYN,11224,06/13/2017,06/14/2017,2,0.066
17141955,RIDGEWOOD,11385,06/13/2017,06/19/2017,14,0.158
17142244,STATEN ISLAND,10314,06/13/2017,06/14/2017,5,0.156
17142124,SUNNYSIDE,11104,06/13/2017,06/19/2017,7,0.141
17141800,RICHMOND HILL,11418,06/13/2017,06/14/2017,2,0.011
17141798,BRONX,10461,06/13/2017,06/15/2017,3,0.108
17141968,BROOKLYN,11215,06/13/2017,06/15/2017,3,0.192
17141765,CAMBRIA HEIGHTS,11411,06/13/2017,06/19/2017,2,0.107
17141805,WOODSIDE,11377,06/13/2017,06/15/2017,8,0.185
17142013,STATEN ISLAND,10309,06/13/2017,06/15/2017,0,0.066
17142045,STATEN ISLAND,10306,06/13/2017,06/15/2017,0,0.141
17141871,STATEN ISLAND,10306,06/13/2017,06/15/2017,3,0.184
17142011,BROOKLYN,11228,06/13/2017,06/16/2017,4,0.025
17141828,FLUSHING,11354,06/13/2017,06/15/2017,3,0.17
17141904,STATEN ISLAND,10309,06/14/2017,06/19/2017,0,0.134
17142076,STATEN ISLAND,10308,06/14/2017,06/19/2017,0,0.114
17142088,STATEN ISLAND,10312,06/14/2017,06/16/2017,0,0.053
17142335,BRONX,10462,06/14/2017,06/19/2017,0,0.066
17142276,STATEN ISLAND,10308,06/14/2017,06/19/2017,0,0.17
17142162,BROOKLYN,11210,06/14/2017,06/19/2017,3,0.098
17141988,BROOKLYN,11225,06/14/2017,06/15/2017,11,0.096
17142274,BROOKLYN,11224,06/14/2017,06/16/2017,0,0.042
17142059,STATEN ISLAND,10312,06/14/2017,06/16/2017,1,0.147
17141769,KEW GARDENS,11415,06/14/2017,06/16/2017,0,0.039
17142324,BROOKLYN,11223,06/14/2017,06/15/2017,5,0.179
17142077,STATEN ISLAND,10308,06/14/2017,06/19/2017,2,0.086
17141838,RIDGEWOOD,11385,06/14/2017,06/19/2017,9,0.141
17142012,STATEN ISLAND,10312,06/14/2017,06/15/2017,0,0.151
17141785,STATEN ISLAND,10307,06/15/2017,06/19/2017,0,0.164
17141810,BRONX,10464,06/15/2017,06/19/2017,6,0.145
17141930,STATEN ISLAND,10310,06/15/2017,06/19/2017,1,0.169
17142147,BRONX,10461,06/15/2017,06/19/2017,6,0.12
17142272,STATEN ISLAND,10314,06/15/2017,06/16/2017,2,0.089
17141759,STATEN ISLAND,10306,06/15/2017,06/19/2017,0,0.093
17141809,BROOKLYN,11234,06/15/2017,06/19/2017,2,0.004
17142248,STATEN ISLAND,10314,06/15/2017,06/19/2017,0,0.092
17142250,STATEN ISLAND,10314,06/16/2017,06/19/2017,0,0.156
17142283,STATEN ISLAND,10312,06/16/2017,06/19/2017,0,0.107
17141869,STATEN ISLAND,10308,06/16/2017,06/19/2017,0,0.09
17142115,ASTORIA,11103,06/16/2017,06/19/2017,3,0.115
17142105,BROOKLYN,11217,06/16/2017,06/19/2017,4,0.22
17142120,FOREST HILLS,11375,06/16/2017,06/22/2017,0,0.097
17142336,BROOKLYN,11234,06/16/2017,06/19/2017,3,0.126
17142151,BROOKLYN,11207,06/16/2017,06/19/2017,6,0.138
17141947,OZONE PARK,11417,06/16/2017,06/21/2017,3,0.129
17142265,STATEN ISLAND,10306,06/17/2017,06/21/2017,0,0.076
17142309,BROOKLYN,11209,06/17/2017,06/22/2017,0,0.239
17141830,FLUSHING,11358,06/17/2017,06/19/2017,4,0.083
17142028,STATEN ISLAND,10308,06/17/2017,06/22/2017,0,0.122
17141860,STATEN ISLAND,10308,06/17/2017,06/22/2017,15,0.246
17141908,BROOKLYN,11218,06/17/2017,06/21/2017,9,0.115
17142240,STATEN ISLAND,10306,06/17/2017,06/22/2017,2,0.195
17142034,STATEN ISLAND,10301,06/17/2017,06/21/2017,0,0.181
17141922,NEW YORK,10075,06/17/2017,06/22/2017,9,0.032
17141918,ASTORIA,11105,06/17/2017,06/19/2017,11,0.155
17141891,STATEN ISLAND,10309,06/17/2017,06/20/2017,0,0.111
17142155,JACKSON HEIGHTS,11372,06/18/2017,06/20/2017,4,0.101
17141808,FLORAL PARK,11001,06/18/2017,06/20/2017,2,0.161
17142295,BROOKLYN,11217,06/18/2017,06/22/2017,1,0.178
17142286,BROOKLYN,11225,06/18/2017,06/22/2017,1,0.213
17142186,MIDDLE VILLAGE,11379,06/18/2017,06/22/2017,4,0.167
17142312,BROOKLYN,11212,06/18/2017,06/26/2017,0,0.048
17141789,BROOKLYN,11213,06/18/2017,06/20/2017,3,0.102
17142071,STATEN ISLAND,10314,06/18/2017,06/21/2017,0,0.071
17142213,BROOKLYN,11212,06/19/2017,06/22/2017,0,0.148
17142297,FLUSHING,11358,06/19/2017,06/20/2017,2,0.18
17142235,BROOKLYN,11224,06/19/2017,06/22/2017,0,0.084
17142300,BROOKLYN,11214,06/19/2017,06/22/2017,1,0.117
17142154,RIDGEWOOD,11385,06/19/2017,06/22/2017,2,0.165
17141980,FLUSHING,11358,06/19/2017,06/22/2017,4,0.114
17142094,BROOKLYN,11213,06/19/2017,06/21/2017,2,0.07
17141977,BROOKLYN,11213,06/19/2017,06/26/2017,0,0.173
17141933,BROOKLYN,11215,06/19/2017,06/23/2017,6,0.178
17141803,FLUSHING,11354,06/19/2017,06/21/2017,13,0.125
17142325,BRONX,10471,06/19/2017,06/21/2017,2,0.077
17142106,BROOKLYN,11226,06/19/2017,06/20/2017,4,0.197
17142026,BROOKLYN,11212,06/19/2017,06/23/2017,1,0.093
17142216,STATEN ISLAND,10314,06/19/2017,06/26/2017,0,0.04
17141999,LONG ISLAND CITY,11101,06/20/2017,06/23/2017,7,0.052
17142191,JAMAICA,11432,06/20/2017,06/21/2017,3,0.206
17142193,BROOKLYN,11204,06/20/2017,06/26/2017,12,0.06
17141971,BRONX,10463,06/20/2017,06/23/2017,20,0.114
17142097,STATEN ISLAND,10314,06/20/2017,06/22/2017,1,0.047
17141866,STATEN ISLAND,10309,06/20/2017,06/22/2017,0,0.129
17142207,SOUTH OZONE PARK,11420,06/20/2017,06/22/2017,1,0.106
17142302,FLUSHING,11358,06/20/2017,06/21/2017,35,0.12
17142069,STATEN ISLAND,10306,06/20/2017,06/22/2017,0,0.176
17142057,STATEN ISLAND,10309,06/20/2017,06/23/2017,0,0.122
17142135,BROOKLYN,11231,06/20/2017,06/22/2017,4,0.158
17142224,FAR ROCKAWAY,11691,06/20/2017,06/23/2017,0,0.128
17141794,BROOKLYN,11234,06/20/2017,06/26/2017,7,0.142
17142116,SAINT ALBANS,11412,06/20/2017,06/26/2017,2,0.079
17141771,JAMAICA,11433,06/21/2017,06/22/2017,0,0.175
17141978,BROOKLYN,11208,06/21/2017,06/23/2017,0,0.044
17142256,STATEN ISLAND,10309,06/21/2017,06/26/2017,9,0.172
17142139,BROOKLYN,11215,06/21/2017,06/22/2017,4,0.178
17142326,BROOKLYN,11228,06/21/2017,06/26/2017,6,0.219
17141851,EAST ELMHURST,11369,06/21/2017,06/26/2017,5,0.079
17142282,STATEN ISLAND,10304,06/22/2017,06/26/2017,0,0.135
17142083,STATEN ISLAND,10314,06/22/2017,06/29/2017,2,0.115
17142016,STATEN ISLAND,10308,06/23/2017,06/26/2017,0,0.127
17141932,RICHMOND HILL,11418,06/23/2017,06/27/2017,0,0.242
17142210,STATEN ISLAND,10309,06/23/2017,06/26/2017,2,0.119
17142130,COLLEGE POINT,11356,06/23/2017,06/27/2017,4,0.114
17142179,BROOKLYN,11214,06/23/2017,06/27/2017,1,0.06
17142104,WOODSIDE,11377,06/24/2017,06/26/2017,7,0.186
17141837,JAMAICA,11432,06/24/2017,06/26/2017,0,0.043
17142156,STATEN ISLAND,10301,06/24/2017,06/27/2017,44,0.126
17142218,STATEN ISLAND,10314,06/25/2017,06/27/2017,0,0.103
17141853,BROOKLYN,11212,06/25/2017,06/30/2017,1,0.074
17142322,BROOKLYN,11228,06/25/2017,06/30/2017,3,0.129
17141951,FLUSHING,11358,06/25/2017,06/28/2017,4,0.135
17142311,REGO PARK,11374,06/26/2017,06/28/2017,7,0.06
17141887,STATEN ISLAND,10304,06/27/2017,06/30/2017,2,0.132
17141831,FLUSHING,11354,06/27/2017,06/28/2017,3,0.087
17141847,RIDGEWOOD,11385,06/27/2017,06/30/2017,7,0.053
17142056,STATEN ISLAND,10312,06/27/2017,06/30/2017,55,0.103
17142129,OZONE PARK,11417,06/27/2017,06/28/2017,23,0.09
17141946,ASTORIA,11105,06/27/2017,06/30/2017,24,0.961
17141796,BROOKLYN,11234,06/28/2017,06/30/2017,0,0.176
17142199,BROOKLYN,11216,06/28/2017,07/05/2017,48,0.112
17142262,STATEN ISLAND,10306,06/28/2017,07/05/2017,3,0.1
17141907,BRONX,10465,06/29/2017,07/05/2017,3,0.154
17141944,BRONX,10471,06/29/2017,06/30/2017,6,0.173
17141897,STATEN ISLAND,10306,06/29/2017,07/05/2017,2,0.132
17142091,BROOKLYN,11206,06/29/2017,07/05/2017,11,0.224
17142249,STATEN ISLAND,10308,06/30/2017,07/06/2017,0,0.122
17142150,BROOKLYN,11217,06/30/2017,07/05/2017,3,0.182
17142184,KEW GARDENS,11415,06/30/2017,07/05/2017,3,0.229
17141984,WOODHAVEN,11421,06/30/2017,07/05/2017,7,0.169
17142231,OAKLAND GARDENS,11364,06/30/2017,07/05/2017,0,0.23
17142275,STATEN ISLAND,10309,06/30/2017,07/05/2017,7,0.049
17142039,STATEN ISLAND,10309,07/01/2017,07/05/2017,1,0.114
17142053,STATEN ISLAND,10309,07/01/2017,07/05/2017,0,0.099
17141875,STATEN ISLAND,10306,07/01/2017,07/05/2017,0,0.121
17141954,FOREST HILLS,11375,07/01/2017,07/05/2017,11,0.093
17142166,REGO PARK,11374,07/02/2017,07/07/2017,5,0.03
17141848,FOREST HILLS,11375,07/02/2017,07/05/2017,5,0.158
17142131,FLUSHING,11358,07/02/2017,07/05/2017,36,0.946
17142163,BROOKLYN,11211,07/03/2017,07/07/2017,2,0.248
17141957,FLUSHING,11358,07/03/2017,07/07/2017,6,0.138
17142305,BROOKLYN,11219,07/03/2017,07/06/2017,2,0.083
17142189,MIDDLE VILLAGE,11379,07/04/2017,07/06/2017,11,0.141
17142074,STATEN ISLAND,10305,07/04/2017,07/07/2017,0,0.138
17142190,BAYSIDE,11361,07/04/2017,07/10/2017,8,0.129
17141910,BAYSIDE,11360,07/04/2017,07/06/2017,0,0.125
17141833,FLUSHING,11354,07/04/2017,07/11/2017,3,0.176
17142047,STATEN ISLAND,10306,07/04/2017,07/10/2017,0,0.184
17142296,BROOKLYN,11238,07/04/2017,07/07/2017,2,0.266
17141961,BROOKLYN,11229,07/05/2017,07/07/2017,9,0.103
17142260,BROOKLYN,11234,07/05/2017,07/06/2017,0,0.195
17141881,STATEN ISLAND,10312,07/05/2017,07/12/2017,1,0.038
17142024,BROOKLYN,11212,07/07/2017,07/10/2017,0,0.061
17142317,MASPETH,11378,07/07/2017,07/11/2017,1,0.468
17142328,BROOKLYN,11218,07/09/2017,07/13/2017,12,0.059
17142217,STATEN ISLAND,10309,07/09/2017,07/14/2017,0,0.164
17142202,STATEN ISLAND,10301,07/10/2017,07/13/2017,4,0.104
17141816,FLUSHING,11358,07/10/2017,07/11/2017,9,0.094
17141937,WOODHAVEN,11421,07/10/2017,07/12/2017,0,0.088
17142239,STATEN ISLAND,10314,07/11/2017,07/13/2017,0,0.11
17142291,BROOKLYN,11229,07/11/2017,07/14/2017,7,0.109
17141966,BROOKLYN,11217,07/11/2017,07/12/2017,0,0.131
17142185,BROOKLYN,11205,07/11/2017,07/12/2017,6,0.133
17142299,BRONX,10469,07/12/2017,07/14/2017,5,0.099
17142279,BRONX,10463,07/12/2017,07/20/2017,1,0.112
17142288,BROOKLYN,11218,07/13/2017,07/17/2017,7,0.038
17141883,STATEN ISLAND,10314,07/14/2017,07/19/2017,2,0.182
17142003,STATEN ISLAND,10306,07/14/2017,07/19/2017,190,0.138
17141894,STATEN ISLAND,10309,07/14/2017,07/19/2017,7,0.175
17142251,STATEN ISLAND,10308,07/15/2017,07/19/2017,0,0.056
17142112,ASTORIA,11103,07/15/2017,07/19/2017,13,0.173
17141985,FLUSHING,11358,07/15/2017,07/19/2017,4,0.227
17142215,BROOKLYN,11212,07/15/2017,07/21/2017,0,0.11
17141915,STATEN ISLAND,10309,07/16/2017,07/19/2017,32,0.088
17141962,STATEN ISLAND,10305,07/17/2017,07/24/2017,4,0.028
17142127,BAYSIDE,11361,07/17/2017,07/25/2017,1,0.178
17142032,STATEN ISLAND,10305,07/18/2017,07/20/2017,0,0.111
17142041,STATEN ISLAND,10306,07/18/2017,07/21/2017,0,0.137
17142289,BROOKLYN,11216,07/19/2017,07/20/2017,3,0.268
17141960,STATEN ISLAND,10304,07/20/2017,07/31/2017,34,0.183
17141900,STATEN ISLAND,10305,07/21/2017,07/26/2017,0,0.156
17142132,BAYSIDE,11361,07/21/2017,07/25/2017,2,0.28
17141909,STATEN ISLAND,10305,07/21/2017,07/25/2017,0,0.097
17142082,STATEN ISLAND,10304,07/22/2017,07/25/2017,1,0.107
17142067,STATEN ISLAND,10306,07/23/2017,07/26/2017,0,0.133
17141914,STATEN ISLAND,10303,07/24/2017,07/26/2017,1,0.171
17142180,BROOKLYN,11231,07/25/2017,07/31/2017,6,0.239
17141959,WOODSIDE,11377,07/25/2017,08/01/2017,5,0.145
17142015,STATEN ISLAND,10306,07/28/2017,08/02/2017,6,0.289
17142183,BROOKLYN,11218,07/29/2017,08/02/2017,7,0.113
17141819,BAYSIDE,11361,07/29/2017,08/02/2017,4,0.099
17142316,FLUSHING,11358,07/30/2017,08/01/2017,4,0.181
17141991,BROOKLYN,11204,07/30/2017,08/02/2017,6,0.246
17142052,STATEN ISLAND,10312,07/30/2017,08/03/2017,0,0.035
17142008,ASTORIA,11106,07/31/2017,08/03/2017,4,0.114
17141998,BROOKLYN,11210,07/31/2017,08/03/2017,9,0.212
17142177,BROOKLYN,11230,08/02/2017,08/03/2017,12,0.084
17141994,BROOKLYN,11226,08/06/2017,08/11/2017,8,0.131
17142005,BROOKLYN,11221,08/07/2017,08/16/2017,7,0.147
17141958,WOODSIDE,11377,08/09/2017,08/15/2017,4,0.083
17142158,BROOKLYN,11229,08/09/2017,08/11/2017,4,0.158
17142227,MASPETH,11378,08/09/2017,08/11/2017,2,0.154
17142264,STATEN ISLAND,10314,08/11/2017,08/15/2017,0,0.172
17141872,STATEN ISLAND,10312,08/13/2017,08/16/2017,0,0.098
17142168,OAKLAND GARDENS,11364,08/13/2017,08/16/2017,3,0.128
17142113,QUEENS VILLAGE,11427,08/14/2017,08/16/2017,117,0.357
17141929,STATEN ISLAND,10308,08/15/2017,08/18/2017,1,0.125
17142035,RIDGEWOOD,11385,08/15/2017,08/23/2017,10,0.025
17142043,Staten Island,10309,08/16/2017,08/18/2017,0,0.091
17142138,BROOKLYN,11213,08/18/2017,08/28/2017,5,0.125
17142025,BROOKLYN,11212,08/20/2017,08/23/2017,0,0.142
17141921,BROOKLYN,11223,08/20/2017,08/25/2017,7,0.031
17142204,BROOKLYN,11208,08/21/2017,08/30/2017,11,0.188
17142232,STATEN ISLAND,10308,08/22/2017,08/25/2017,2,0.095
17142001,FOREST HILLS,11375,08/23/2017,08/25/2017,12,0.172
17142062,SPRINGFIELD GARDENS,11413,08/24/2017,08/25/2017,0,0.115
17141972,BRONX,10463,08/25/2017,08/30/2017,2,0.12
17142006,BROOKLYN,11214,08/25/2017,08/28/2017,9,0.135
17142073,STATEN ISLAND,10306,08/26/2017,08/28/2017,7,0.107
17141817,BAYSIDE,11361,08/26/2017,08/28/2017,3,0.165
17142167,CORONA,11368,08/28/2017,09/01/2017,3,0.038
17142258,BROOKLYN,11236,08/28/2017,08/29/2017,5,0.149
17142090,BROOKLYN,11230,08/29/2017,09/05/2017,6,0.049
17142136,BRONX,10460,08/30/2017,09/05/2017,5,0.13
17142318,MIDDLE VILLAGE,11379,09/01/2017,09/05/2017,4,0.197
17141973,JACKSON HEIGHTS,11372,09/02/2017,09/08/2017,13,0.08
17142246,STATEN ISLAND,10309,09/06/2017,09/12/2017,0,0.085
17141989,BROOKLYN,11209,09/07/2017,09/12/2017,7,0.123
17142203,BROOKLYN,11210,09/13/2017,09/14/2017,4,0.095
17142313,STATEN ISLAND,10314,09/17/2017,09/22/2017,2,0.174
17142171,BROOKLYN,11225,09/18/2017,09/22/2017,12,0.11
17142117,BROOKLYN,11234,09/18/2017,09/27/2017,5,0.167
17142084,STATEN ISLAND,10305,09/20/2017,09/27/2017,3,0.239
17142054,STATEN ISLAND,10312,09/21/2017,09/27/2017,0,0.043
17144533,FOREST HILLS,11375,09/22/2017,09/27/2017,4,0.04
17142148,BROOKLYN,11228,09/23/2017,09/27/2017,0,0.142
17141874,STATEN ISLAND,10308,09/23/2017,09/27/2017,1,0.114
17142119,JAMAICA,11434,09/24/2017,09/29/2017,0,0.254
17142178,WHITESTONE,11357,09/24/2017,09/27/2017,16,0.197
17142085,STATEN ISLAND,10310,09/25/2017,09/29/2017,2,0.089
17142285,Staten Island,10306,09/25/2017,10/05/2017,0,0.108
17141926,STATEN ISLAND,10308,09/25/2017,09/29/2017,0,0.1
17142192,JAMAICA,11434,09/26/2017,10/03/2017,0,0.129
17141799,BROOKLYN,11201,09/27/2017,09/29/2017,2,0.124
17141919,BROOKLYN,11212,09/28/2017,10/03/2017,0,0.062
17142197,RIDGEWOOD,11385,09/30/2017,10/05/2017,1,0.055
17142211,STATEN ISLAND,10314,09/30/2017,10/05/2017,17,0.225
